feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,target
-0.422,-0.369,-0.746,-0.13,0.069,0.285,-0.068,-1.145,1.756,-1.631,-1.626,-0.151,0.38,1.296,-1.246,-1.062,1.654,-0.428,0.832,0.216,0.021,0.227,-0.592,1.375,-1.166,-0.416,-1.027,-0.606,-0.96,1.659,0.264,0.161,0.02,0.689,-0.479,-1.053,0.325,2.594,-0.816,0.138,0.799,0.054,-0.445,0.541,-0.086,0.157,1.218,0.054,0.844,-0.901,-7532.475
-1.066,-0.564,-1.31,0.615,-0.254,0.087,0.438,-1.128,0.662,1.009,1.57,-1.02,0.933,-1.372,-0.88,-0.58,-1.544,0.125,-1.493,0.368,0.729,-0.704,-0.185,0.101,-2.057,-1.104,0.526,-0.078,-0.429,-1.704,-1.441,-1.557,0.351,0.62,-0.135,1.743,1.147,-0.723,-0.571,-0.519,0.044,-0.374,-0.309,-0.764,1.806,-1.941,1.168,-0.658,0.92,3.345,-10133.559
-0.722,-0.849,-1.787,1.323,-0.612,1.442,-0.731,0.434,-1.242,1.242,-0.592,0.451,0.226,0.155,0.668,-2.066,0.487,-0.689,0.13,1.786,0.073,1.169,-0.143,-0.546,0.337,0.198,-1.178,1.987,-1.224,0.324,-2.311,0.919,-0.108,0.473,0.799,-1.53,0.034,-0.334,-0.358,1.304,-0.031,0.118,-0.645,0.307,-0.659,-1.648,-0.83,0.772,-0.714,-0.02,-11283.819
-0.61,1.151,0.546,0.27,0.856,0.762,-1.484,-0.421,1.09,0.327,1.413,-1.919,-1.377,1.639,0.641,-0.34,1.199,-1.153,-2.086,1.204,-1.335,-1.463,0.08,0.067,0.186,-0.674,1.206,0.114,-0.776,0.005,-1.331,1.752,0.577,-0.093,-1.178,0.328,1.687,-0.079,0.166,-1.512,1.446,-0.353,-0.397,-0.684,0.133,-0.753,0.106,-0.319,0.873,-2.214,-11262.498
-0.358,-0.342,-0.184,-0.079,0.914,-1.132,0.471,0.443,-1.442,-2.907,-0.791,0.764,0.214,0.334,-0.141,0.548,0.065,1.417,0.466,-0.478,0.537,-0.861,-0.224,0.378,0.838,0.98,1.284,-0.13,0.399,-1.64,0.888,-0.771,0.536,-0.733,0.497,0.212,0.75,0.421,1.65,-0.733,-0.038,0.584,0.592,1.574,-0.984,-0.908,1.468,0.819,0.35,0.565,-14310.701
-0.653,1.672,0.225,1.271,1.428,-1.326,-2.677,0.475,-1.933,-0.12,-0.654,-0.718,-2.417,0.575,0.932,-0.776,2.278,-0.149,-1.534,-0.28,0.165,1.745,0.155,1.74,0.548,0.812,-0.253,0.803,1.624,-1.224,-1.218,-0.026,0.799,0.014,-0.122,0.108,1.82,-0.767,-0.306,-1.343,0.613,-0.564,-0.018,1.616,0.426,0.309,-0.048,-0.546,0.132,-0.58,-22283.706
-0.007,1.768,-0.013,-1.825,-1.628,-0.677,0.297,-0.754,0.112,0.667,0.944,0.419,-1.041,0.177,-1.732,0.441,-2.001,-1.33,0.344,1.422,0.564,-1.299,1.017,0.261,-0.321,-1.301,0.804,-1.206,1.001,0.428,-0.566,0.353,0.23,-0.094,0.17,-0.374,0.094,-0.757,-0.024,-1.295,-1.068,0.991,-0.217,-0.628,0.785,0.312,-0.145,0.985,-1.249,-1.453,-14197.584
-0.064,1.667,1.511,0.039,-0.26,-0.97,-0.653,-0.096,0.187,0.031,-2.237,0.351,-1.28,1.213,0.651,-0.869,0.486,-0.507,-0.782,1.123,0.362,-1.422,0.87,-1.303,0.718,-0.958,0.609,0.784,-2.034,0.363,1.603,-0.102,-1.748,0.765,0.078,-1.48,0.524,2.972,0.748,0.778,0.492,0.684,-1.733,-0.469,0.228,1.067,0.67,-0.082,0.892,1.896,-5463.011
-1.294,1.444,0.788,-1.964,-1.414,0.486,1.208,0.007,-1.309,0.391,-0.916,-0.09,1.117,1.225,-0.522,-0.706,-0.339,1.03,0.203,-1.025,0.785,1.767,0.395,0.346,-0.118,-0.858,0.353,0.142,-0.184,-0.658,-2.816,-0.176,-0.48,-0.321,0.92,-0.43,0.315,0.128,-0.023,0.299,0.028,-1.001,0.31,0.139,0.724,-0.829,0.392,-1.886,2.192,1.34,-78.452
-0.504,-0.523,-0.356,1.806,0.513,-0.035,0.722,-2.594,-0.244,1.622,0.633,0.826,0.931,-3.397,1.237,0.772,-0.753,0.981,1.572,0.407,-0.084,0.01,0.576,-0.667,0.828,-0.768,-0.598,-1.085,0.896,0.83,2.167,-1.595,-2.507,-2.323,0.422,0.736,0.327,-0.563,-1.368,2.049,0.271,1.138,0.061,1.386,-0.575,0.36,-0.583,0.528,-0.393,-2.372,-7494.742
1.744,-0.021,-1.91,-1.365,0.933,0.118,0.521,0.197,-1.855,-0.381,-0.969,-0.331,-0.23,-1.26,-0.595,-0.373,0.124,0.658,-1.035,-0.961,0.185,0.667,-1.637,-0.767,-1.322,0.575,0.376,1.349,-1.708,0.634,0.639,0.734,-0.148,0.736,0.179,-0.452,0.927,1.22,-1.628,-0.836,0.146,-1.174,-0.605,-1.155,1.388,-0.367,0.904,-0.793,-0.935,2.406,-7368.229
-2.222,-1.194,0.81,-0.396,0.692,-1.34,-0.448,-0.136,2.107,0.018,1.347,1.042,0.682,-1.802,-0.506,-0.979,-0.773,1.905,-1.292,0.547,0.475,1.006,1.167,3.074,0.255,-0.755,1.498,-0.687,0.249,0.361,1.079,0.847,-1.167,2.457,2.437,-0.532,1.045,-0.708,1.014,0.795,-0.44,0.459,-0.294,0.823,0.151,-1.507,-0.831,0.635,1.409,-2.403,-11196.44
1.122,-1.753,-0.623,0.975,-0.274,-0.507,-1.917,0.765,0.082,0.613,-0.632,-0.458,-1.398,1.004,-1.096,1.076,0.488,-0.593,-0.854,-0.576,-1.519,-0.33,0.399,0.318,-0.696,-0.03,-1.537,-0.035,1.785,0.233,-0.834,-1.205,0.587,-0.758,0.583,0.828,0.646,1.184,-0.618,-0.499,1.723,1.661,-0.679,-1.403,-1.122,-0.658,0.685,0.435,-1.232,0.157,-4536.47
1.697,-0.906,1.467,0.903,-1.011,0.039,1.475,2.168,0.167,-0.243,-0.832,1.386,2.041,0.136,0.5,-1.076,1.065,1.541,0.953,1.875,1.431,-1.218,0.702,-1.737,0.248,-0.754,0.695,-1.608,1.146,1.457,-0.044,-0.699,0.715,-0.697,0.371,-0.097,-0.508,0.715,-0.616,-0.093,-1.399,0.981,0.08,-1.226,-0.616,-1.034,0.776,-0.289,-0.281,0.564,-2933.521
-1.617,-1.287,0.692,-0.288,0.196,-0.496,-0.41,1.842,-1.057,0.474,0.673,0.343,-0.594,1.606,1.13,0.433,-0.638,-1.052,-0.77,0.395,-1.493,-3.172,0.679,0.218,2.28,-0.096,-0.736,1.208,0.218,1.1,-0.344,0.154,-0.009,1.269,0.009,0.467,0.411,-0.37,-1.432,0.172,0.81,1.206,-1.408,0.245,-0.702,-1.694,-1.526,-0.206,2.337,0.528,-13700.077
0.095,0.504,-0.179,0.619,0.569,-1.356,-1.593,0.492,-0.185,-0.455,-1.363,0.124,-0.223,-0.114,-0.496,0.667,-0.32,0.082,0.271,0.373,0.319,-0.941,-0.333,0.869,2.269,0.166,0.186,0.15,-0.174,-0.425,-0.971,-1.232,-1.271,-0.247,-0.53,-0.876,0.17,-0.49,0.343,-1.211,-0.584,2.166,0.452,0.86,-0.877,0.213,1.522,0.323,1.018,1.782,-6182.253
0.278,0.338,-1.701,-0.503,-0.881,1.396,0.017,1.759,0.147,-1.784,-2.938,1.344,0.595,-0.769,-1.523,2.007,-0.351,-1.104,0.869,0.733,-0.698,-0.414,1.227,-1.213,-0.988,0.209,0.018,-0,0.557,1.762,0.242,-0.091,0.934,-0.612,-0.614,-1.758,-0.232,-1.514,0.441,1.108,1.307,-0.319,0.288,-0.264,1.815,-0.166,0.407,0.621,-0.434,0.775,-13579.684
-0.464,1.331,1.761,-0.603,-0.027,-0.107,1.673,-0.283,0.71,0.141,0.489,0.066,-1.197,-0.526,0.648,-0.55,-0.829,-1.001,-1.287,1.68,0.293,1.161,0.794,-0.64,-1.563,3.252,0.189,0.633,0.24,-0.446,-0.045,0.565,1.065,1.76,-0.117,-0.086,-1.188,-0.558,0.6,0.444,1.359,0.178,0.412,0.155,0.391,0.055,-0.262,-2.204,-1.33,0.002,-5770.237
-0.66,0.032,0.2,-0.248,-0.671,1.075,-0.278,-0.415,0.95,0.741,-1.281,-0.942,-0.015,0.376,-0.296,-0.943,0.138,0.337,1.106,-0.146,-0.172,1.266,-0.452,0.415,-0.334,-0.03,-1.504,-1.211,0.336,-0.492,-0.649,2.368,-1.041,-1.553,0.041,-0.732,-1.023,-0.527,-1.467,-0.364,0.693,-1.811,0.157,-0.255,-0.93,1.05,-0.83,1.007,-0.782,0.2,-12057.02
-1.556,-0.377,0.347,-1.216,-1.741,1.227,-0.961,0.4,0.072,0.478,-0.372,0.034,1.15,-0.908,-1.462,0.263,0.068,0.321,-0.097,0.251,-0.388,1.227,-2.672,0.708,-1.903,0.15,1.885,-2.11,0.311,0.729,-1.951,-1.06,-1.15,-0.575,-1.244,0.318,0.672,0.259,0.021,0.203,1.131,-0.128,0.634,0.022,0.499,0.479,0.845,0.965,-0.294,-1.517,-9359.438
-1.402,-1.613,-1.128,-0.292,-0.558,-0.084,-0.388,0.944,0.105,-1.3,0.745,-0.771,-0.472,0.808,-0.547,-0.655,-0.212,1.418,-0.59,-1.073,0.549,0.188,-0.503,-1.58,1.555,0.237,0.848,0.6,-0.303,0.399,0.499,-0.063,-0.57,-0.136,-0.781,1.243,-0.027,0.599,0.881,0.414,0.714,1.276,0.201,-0.371,-0.834,-0.306,-0.416,-1.27,0.07,0.128,-3173.242
0.434,-0.873,-0.265,0.414,0.178,-0.818,-0.722,0.862,-0.889,1.243,1.346,0.015,-0.186,1.882,2.637,0.797,1.437,0.875,-1.454,2.21,1.015,-0.921,0.566,0.074,1.376,0.229,0.452,-0.464,-0.349,0.439,-0.559,-0.601,0.607,-1.672,0.169,-0.433,-1.479,-0.168,1.197,0.228,-0.088,0.777,1.506,0.789,-1.149,-0.028,-0.183,0.865,-0.838,1.109,-3286.639
-0.511,0.614,1.556,1.491,-1.638,0.535,-0.251,-0.262,-0.159,-1.863,-0.347,-1.399,-1.186,1.216,0.651,-0.669,-0.522,-0.523,0.184,-0.817,-0.419,0.338,-0.775,-0.07,-0.929,1.338,0.836,0.204,-2.535,-1.283,0.413,0.145,-0.752,0.311,0.602,1.276,0.083,1.402,-0.162,-1.22,-0.636,0.314,-0.83,-0.779,-0.366,1.535,-0.336,1.605,1.468,-0.316,-7331.013
-1.91,-0.976,1.267,0.421,1.776,-2.521,0.862,-0.399,1.162,0.567,0.093,1.067,0.259,-0.059,0.69,-0.397,-0.11,-0.776,-0.169,0.55,1.339,0.103,-1.201,-0.638,-0.767,-1.92,-0.082,0.285,-0.956,0.002,-0.347,1.545,-0.833,-1.622,1.116,1.046,0.216,1.082,-0.681,-2.54,0.783,0.472,-0.522,0.842,1.738,0.727,-1.105,0.028,2.229,-2.725,-8960.772
0.561,-0.217,1.789,0.644,-0.456,-0.831,0.266,0.041,0.644,0.988,0.76,0.449,1.666,-0.259,-1.948,0.885,-0.463,-0.685,1.835,-0.314,-2.413,0.772,1.194,0.585,-1.345,1.434,1.624,-0.936,0.936,-0.437,1.219,1.005,0.969,0.221,1.175,1.298,-0.74,0.655,0.721,-1.529,0.813,-1.05,-0.341,0.469,-0.18,-0.871,1.623,1.445,-0.638,-0.912,-24882.082
0.823,1.203,0.471,-0.305,0.388,-0.15,-2.642,-0.354,-1.268,0.198,-0.417,-1.601,-0.086,-1.168,1.07,-0.737,-0.36,-0.546,-0.216,0.432,0.105,-0.476,-0.157,-0.636,1.037,1.544,-0.048,0.736,0.876,0.868,-0.962,-0.392,-0.063,-0.029,-1.735,1.624,-0.369,0.208,-0.816,0.532,0.338,0.289,-0.498,-0.027,-0.462,-0.042,1.25,1.392,0.06,0.545,-13456.022
0.768,-0.237,-1.097,0.161,-0.189,1.502,0.131,-0.6,1.358,1.018,0.715,-0.271,0.313,-1.158,-0.795,1.107,0.765,-1.263,0.269,-0.208,-2.083,-0.601,-0.378,1.371,-0.154,-1.392,1.952,-0.713,0.204,-0.72,0.386,-1.489,-0.061,1.709,-0.66,0.737,-0.221,0.803,0.586,-0.864,-0.388,0.962,-0.181,-0.344,0.841,0.388,0.899,0.792,0.573,-0.176,-15180.422
-0.159,0.006,-0.416,0.335,-1.439,1.339,0.042,0.931,0.087,0.778,-0.05,-0.494,-1.259,1.61,1.111,0.45,-0.288,2.185,-0.182,0.203,0.042,0.457,-2.246,-0.478,0.723,1.425,0.924,0.582,0.629,-0.103,-0.097,-2.12,-0.54,0.095,-1.431,0.247,-0.883,-0.838,0.442,0.29,-1.52,1.063,2.076,-1.429,0.488,-0.264,-0.145,-0.328,-0.492,0.627,-1297.9
0.145,-1.751,1.713,-1.185,1.518,-0.771,0.448,1.344,-0.177,-1.726,-0.004,-0.007,-0.034,0.2,-0.62,1.069,-1.661,2.31,0.082,0.646,-1.66,0.442,0.548,-0.642,-0.647,-0.421,-0.172,-0.635,0.024,0.513,0.202,1.016,-0.678,0.058,-1.107,0.762,-0.414,-0.05,-2.117,-1.529,-0.049,-0.02,-0.468,2.216,-1.25,-0.401,-1.901,1.979,-1.03,0.889,-16986.051
-0.389,0.683,0.673,0.453,1.479,-1.576,0.092,0.353,1.237,0.162,-1.566,-0.721,-1.148,-1.033,-0.776,2.435,-0.295,-0.913,-1.065,-1.781,1.058,1.063,-0.418,-0.329,-1.564,1.008,0.958,-0.16,-1.737,0.476,0.444,0.325,-0.771,0.514,-1.473,0.45,1.74,0.852,-0.448,1.252,-1.839,-0.729,-0.803,0.53,-0.944,-0.66,-0.918,-0.185,-0.465,-0.12,-11736.943
1.065,0.565,0.872,0.166,0.007,-0.475,-0.078,0.957,-1.067,0.687,1.923,0.792,-2.177,-1.344,-2.392,-1.071,-0.329,-0.455,0.756,-0.02,0.7,0.348,0.821,-1.282,-1.118,1.344,1.24,-0.59,0.002,0.698,-0.096,1.676,-1.137,1.965,0.241,-0.374,-0.087,1.986,0.268,1.972,0.654,1.771,-0.785,-0.315,1.801,-0.554,1.464,-1.736,0.326,0.319,-18628.666
2.19,0.825,0.142,-0.186,0.141,0.588,0.884,-0.911,0.608,0.618,0.206,-0.016,-0.007,0.343,-0.331,-0.068,2.07,0.745,0.648,1.889,-0.53,-0.503,-0.934,0.194,-0.264,0.532,-0.185,0.608,-1.061,-0.893,-0.393,0.631,0.246,0.439,1.361,0.169,0.419,-1.392,-1.771,-1.585,-1.109,-1.541,-1.182,1.008,0.262,-0.545,0.71,0.424,0.08,-0.012,-8905.869
-0.495,0.616,0.053,1.164,-0.33,-1.185,-0.162,-0.295,1.225,1.214,-1.478,0.676,-0.888,-0.257,-0.255,0.256,0.173,0.857,-0.787,0.757,-0.796,-1.332,-0.788,-0.912,1.496,1.495,0.493,-2.057,1.375,0.823,-0.245,-0.169,-0.717,-0.849,-2.64,1.67,-0.227,-0.047,-1.401,-1.789,-0.753,1.684,-0.267,0.335,-1.545,0.999,0.367,-0.737,-1.06,-0.711,-15828.837
-0.281,1.004,1.073,-0.753,-0.092,1.884,-0.386,-1.923,-0.717,0.777,0.515,0.658,0.138,1.319,-0.779,0.02,-0.284,-0.08,0.276,0.958,-2.091,1.26,-0.006,-1.775,-0.485,0.417,-0.278,-0.098,-0.392,-1.238,-0.391,-1.169,-1.195,0.092,-1.267,0.609,0.081,0.175,0.497,-2.416,0.084,0.742,-0.057,0.334,0.103,-0.327,-1.81,0.247,-1.015,1.196,-19624.444
0.535,1.3,-0.465,-1.542,0.849,-1.489,0.262,-2.633,0.152,-1.549,1.485,0.001,1.425,0.686,1.397,-0.15,0.25,-0.579,1.323,-0.057,-1.079,-1.085,-1.124,-0.53,0.446,0.807,-1.388,0.847,-0.016,-1.925,0.405,0.493,-1.004,1.203,0.219,0.603,-0.293,-0.983,-0.557,1.047,-0.296,0.887,1.741,-0.478,-1.064,1.939,-0.358,1.26,0.417,0.744,-6273.553
-0.484,2.071,-0.937,0.494,-0.211,0.682,1.174,0.7,1.464,-0.385,-0.136,0.701,-0.239,0.113,1.002,-0.031,0.11,0.308,-0.2,-0.687,-0.765,-0.087,0.323,0.778,-0.014,-0.82,-1.226,1.375,0.439,-0.083,1.243,1.586,0.911,-1.553,-0.383,2.469,-0.285,0.711,-2.231,2.762,-0.188,0.179,0.232,-1.028,0.782,1.606,-0.189,-1.599,-0.408,0.754,-2900.908
0.108,0.002,0.089,1.278,-0.961,0.754,-0.805,1.091,-0.363,-1.018,2.3,-0.929,-0.071,-0.671,2.047,0.041,1.263,-0.575,-0.073,0.804,0.013,-1.448,-1.558,-1.604,-0.611,-0.836,-0.898,-0.796,0.732,1.007,1.14,0.124,-0.331,-0.482,-1.15,0.78,1.161,-0.624,2.141,0.643,1.392,0.773,-1.962,0.417,0.559,-0.099,-0.76,1.041,1.063,-0.911,-16000.946
0.648,1.131,0.706,1.149,-1.463,-0.212,0.181,-0.133,0.518,0.404,0.1,0.051,1.511,0.353,0.647,1.171,-0.316,-1.791,0.183,-1.278,-1.42,0.338,0.741,1.603,1.906,-0.89,0.597,-0.227,0.005,-0.279,-0.191,-0.678,-0.117,1.712,-1.805,0.547,1.535,-0.232,0.117,0.75,0.941,0.469,-0.353,-1.41,-1.349,-0.237,-1.318,1.02,0.253,-0.835,-12504.757
0.1,-0.517,0.273,0.475,1.941,-1.172,-1.372,1.407,-0.567,-0.604,-0.282,0.316,0.369,0.079,0.788,0.384,-1.567,-1.257,0.106,0.023,0.487,0.185,0.889,-1.081,-1.585,0.554,0.878,-0.424,0.859,-1.03,-1.296,0.46,1.242,1.47,-0.809,-0.665,-1.637,-0.149,1.125,1.882,1.185,-0.448,-0.99,0.369,0.012,0.835,0.196,-1.121,0.574,-0.014,-16603.962
2.064,0.087,-0.804,1.389,-2.079,-1.34,-0.523,0.337,-0.167,0.993,-0.961,-1.491,-0.05,-0.673,0.774,-0.791,-1.799,0.85,-0.897,-0.131,-0.059,0.362,1.432,1.826,1.1,-0.275,-0.166,-1.36,-0.754,0.035,1.385,-0.266,-1.085,1.441,0.748,-0.11,-0.437,0.268,-0.564,-0.399,0.565,-0.283,-0.56,0.553,-0.091,0.645,-0.913,0.596,0.909,1.053,-4429.083
1.379,-1.01,-1.201,-2.156,-0.968,2.012,0.136,0.341,-0.527,-1.296,0.336,-0.452,0.498,-1.55,-0.906,-0.977,0.045,0.652,0.763,1.797,0.005,-0.549,-0.676,0.119,1.043,1.896,-1.336,-1.076,0.593,1.81,0.037,0.302,-0.983,-0.84,-1.2,0.55,0.76,-0.898,-0.389,1.529,-1.041,-2.032,1.655,-0.136,-0.097,0.608,1.254,2.152,2.497,-1.079,-11431.912
1.079,1.473,-1.292,-0.055,-0.075,-0.387,0.038,1.507,-0.358,-0.552,0.9,0.429,-0.809,0.009,-0.677,-1.051,-1.557,0.45,-0.119,0.882,1.671,-0.936,0.591,-0.312,-0.282,-0.166,-0.358,-0.961,-1.189,0.459,0.438,1.383,1.061,1.162,0.894,-0.146,-1.371,-1.109,0.468,-0.212,0.909,-1.679,-1.531,-2.835,0.987,-2.089,-0.425,-0.105,-0.626,1.341,-907.482
-0.092,-0.66,-0.402,0.369,0.363,0.004,0.341,-1.518,-0.858,0.028,0.153,1.553,-1.133,-0.601,0.972,2.344,-0.821,0.516,-1.14,-1.324,-2.486,0.199,0.627,-0.553,0.472,-1.547,-0.131,1.728,-0.59,2.397,-2.107,0.47,-0.314,-2.135,0.832,0.553,1.085,1.042,0.083,0.393,-1.994,1.728,-1.121,1.133,-0.234,-0.372,-1.829,-0.318,-1.166,1.078,-2540.616
-1.116,-0.211,0.214,0.904,-1.148,1.108,0.401,1.058,1.325,1.359,0.343,1.089,-0.617,-0.277,1.489,-0.116,-0.632,0.035,-0.597,-0.35,-0.884,1.168,-0.7,0.362,0.042,0.388,0.08,0.378,1.257,-0.553,-0.447,0.848,-0.114,-0.458,-0.602,-0.011,1.562,-0.51,1.471,0.282,-0.402,0.37,-0.078,-2.032,1.022,0.466,0.473,-1.342,-0.398,-0.374,-4866.224
-0.979,-1.056,0.285,-0.098,-1.066,0.518,-1.017,0.771,0.693,-0.003,1.264,-0.338,-0.27,0.627,0.192,2.161,0.079,0.596,1.974,0.33,-0.007,0.804,-0.109,0.109,-0.434,0.251,-0.089,1.594,-1.6,0.163,0.094,-0.736,0.361,1.52,-0.204,-0.177,0.318,0.046,-0.597,0.944,1.093,-1.526,-0.802,-1.002,0.509,-1.081,1.088,0.798,-1.219,1.552,-4441.312
0.042,-0.048,0.834,2.545,-1.378,0.878,2.154,-1.287,-1.518,0.757,0.084,1.96,0.956,1.006,0.307,1.274,0.387,-0.062,0.834,-0.227,1.091,-0.091,0.837,-0.405,0.389,-1.54,0.549,0.398,-0.569,-0.158,1.7,-0.25,-0.648,-0.236,0.662,-2.711,-0.85,-0.573,-0.394,-0.352,-0.113,0.288,0.189,0.446,-0.124,-2.373,-0.573,0.988,0.445,-1.078,-9313.096
-1.43,0.968,0.505,-0.53,-0.01,-0.583,-0.421,-1.729,-0.912,1.616,-1.148,0.444,0.351,0.724,0.735,-0.929,-0.979,0.042,-0.572,1.039,-0.882,0.772,0.51,0.374,-0.306,-1.009,1.606,1.359,-1.605,-0.568,1.293,-1.144,0.392,0.61,1.235,0.578,-1.164,-0.748,-0.363,1.285,0.965,-1.167,0.709,0.591,0.459,-0.001,-1.648,0.548,1.182,0.411,-17468.597
0.353,-0.493,-0.246,-2.273,-2.03,-0.467,-0.469,1.431,-1.309,1.44,2.006,-1.721,-0.21,0.338,-1.012,0.341,-1.246,-0.668,-0.554,-1.501,-0.197,-1.478,-1.671,0.459,0.29,0.815,-0.915,0.038,-1.551,-0.393,-1.575,-0.458,0.8,-0.874,0.317,-0.595,-0.124,1.123,1.844,-0.369,-1.47,2.186,-0.51,-0.391,-1.19,0.367,0.36,-0.518,-1.768,0.811,-17582.106
0.486,0.379,1.845,-0.318,-1.584,-0.318,-0.576,-0.415,-0.427,-0.754,0.068,0.57,0.06,-1.258,-0.066,-0.503,-1.54,-0.72,0.771,0.818,-0.207,-1.419,0.819,0.497,-2.099,1.262,-1.184,0.953,-0.902,-0.139,0.39,-0.603,0.995,1.926,-2.553,-0.539,-0.868,-0.283,1.272,0.57,-0.065,-0.321,0.835,-0.036,0.261,0.611,0.618,-0.785,0.639,-0.694,-20849.531
-0.515,-0.237,-1.159,-0.819,0.347,-0.703,0.755,-0.755,1.405,0.81,0.092,-0.607,-0.931,1.75,1.75,-1.193,-1.075,0.91,1.055,-0.182,0.708,-0.303,-1.421,-0.269,-0.614,-0.285,0.571,-1.346,0.289,-0.142,-0.707,-0.388,0.494,2.59,-0.819,0.75,-0.934,-0.571,0.48,-0.473,-1.295,-0.108,0.915,1.476,0.954,-0.523,-0.257,0.514,-0.383,-3.377,-12409.383
-1.36,-1.72,0.422,-0.13,0.841,0.509,0.204,1.589,-0.619,1.993,0.687,-0.515,-0.176,-1.826,-0.138,-1.176,0.704,0.81,-0.515,-0.922,-0.71,-1.42,1.033,0.749,-0.783,-0.454,-0.179,-0.093,0.808,-0.993,0.126,-0.443,1.6,-0.932,0.07,-1.646,-0.78,0.838,-0.881,0.04,0.19,1.063,0.316,-0.855,-1.51,0.033,-0.576,-0.167,0.868,0.113,-22807.273
2.956,-0.191,-0.58,-0.842,0.91,0.02,-0.057,0.564,1.005,-0.235,-0.747,-0.588,0.397,-0.284,-1.717,0.192,-0.632,-1.437,0.504,0.453,-1.053,-0.793,1.127,-0.224,0.692,-0.365,2.071,1.471,-0.203,-1.007,0.644,0.227,1.315,-1.612,-1.044,0.203,1.049,0.031,1.547,0.723,0.078,-0.102,-1.305,-0.876,0.23,-1.105,-0.332,0.457,1.011,0.836,-5421.18
-1.199,-0.233,1.647,-1.194,1.645,-0.548,0.27,-0.687,-1.027,-0.598,1.566,2.135,2.276,-0.671,-1.306,1.574,0.545,1.934,0.384,-1.33,0.469,-0.643,0.011,0.402,-1.786,-1.713,-1.083,-0.76,-0.129,2.739,-0.338,0.036,0.828,1.114,0.688,1.079,-1.938,-0.059,-1.385,-0.813,1.114,-0.881,-0.753,-0.157,-0.247,1.906,-0.096,1.526,-2.404,-1.412,-13636.604
-3.185,-0.17,0.013,1.114,0.398,-0.243,-1.727,-0.644,-1.385,-0.949,0.522,1.503,-0.319,2.037,0.419,-0.812,0.043,-0.754,1.103,0.034,-0.336,0.22,-0.665,-0.045,2.017,-0.584,2.481,1.182,0.203,0.735,0.993,0.839,-0.242,-0.268,0.181,-0.499,0.549,1.351,0.485,-1.487,-0.259,-0.224,-0.974,-0.841,0.387,0.12,0.663,0.754,1.494,-1.356,-7151.182
-0.091,-0.7,1.437,0.746,-0.897,-1.29,0.107,-1.501,-1.825,-0.176,0.436,-1.106,-0.998,0.206,0.345,0.541,-0.562,-1.145,-1.266,-0.018,0.302,-0.557,-0.644,-1.776,0.362,0.072,-0.42,1.113,0.561,1.176,-1.728,0.485,0.597,-0.717,-2.018,0.25,-0.067,0.876,-0.486,-1.62,-0.374,0.203,-1.07,-0.604,-1.582,-0.232,2.69,-1.709,-0.805,-0.028,-11488.054
-1.192,0.763,-1.073,-1.545,0.302,1.147,0.796,-1.051,-0.241,0.305,-1.619,-0.728,0.832,0.827,-0.483,-0.091,-0.687,-0.021,0.77,0.822,1.006,-2.054,0.927,0.479,0.084,0.268,-0.687,0.391,-0.264,0.075,-1.248,2.091,0.897,-0.914,-0.535,0.428,0.106,0.192,-0.573,-1.034,1.084,-0.913,0.149,1.608,-2.199,-2.193,0.574,-1.141,0.937,1.21,-9514.365
-0.856,-1.114,0.041,0.77,1.996,0.335,-0.06,-0.175,-1.828,1.421,1.449,0.214,1.612,-0.991,0.864,-0.816,-0.31,0.509,0.591,1.097,0.718,0.457,1.857,1.105,1.431,0.317,0.083,-0.32,0.037,0.167,0.6,-1.29,1.21,-1.284,1.045,1.589,-1.546,0.709,-2.146,-0.359,-0.65,-0.317,-0.655,2.488,-1.776,0.504,-2.578,1.513,2.137,-0.141,-9678.192
0.735,1.118,1.625,1.52,-0.15,-2.725,0.729,-0.241,0.97,0.558,2.361,1.583,0.884,0.225,-1.053,1.583,-0.005,-1.291,0.688,-0.591,-2.04,0.551,0.887,2.11,-0.987,-0.276,0,0.339,0.539,-0.711,0.662,0.071,1.893,-0.283,-1.648,0.64,-1.472,-0.283,0.159,-0.403,-0.164,-1.531,-0.329,1.47,-0.897,1.509,-0.028,1.639,2.168,0.266,-19376.322
-0.969,-0.19,0.436,-1.146,-0.062,-0.614,-0.117,-0.375,0.434,-1.779,0.126,-0.692,-0.058,2.159,-0.908,-1.667,0.066,1.835,0.652,-0.014,-2.558,-0.599,-1.919,-0.241,-0.599,0.082,-0.758,1.289,1.182,1.181,-0.448,1.064,0.033,-0.202,-0.054,-1.56,0.785,-0.165,1.332,0.881,0.294,0.11,1.174,0.151,-1.418,0.499,2.314,0.107,-2.083,0.621,-4973.718
